1:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.AbstractObjectList:59:7789833772597351595L |==> 0L
238:COR:"ThreadContext".equals(classLoaderSource):TRUE:org.jfree.chart.util.ObjectUtilities@getClassLoader:258:"ThreadContext".equals(classLoaderSource) |==> false
239:COR:"ThreadContext".equals(classLoaderSource):FALSE:org.jfree.chart.util.ObjectUtilities@getClassLoader:258:"ThreadContext".equals(classLoaderSource) |==> true
240:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities@getClassLoader:260:Thread.currentThread().getContextClassLoader() |==> null
241:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ObjectUtilities@getClassLoader:261:threadLoader != null |==> true
242:STD:CALL:<NO-OP>:org.jfree.chart.util.ObjectUtilities@getClassLoader:262:threadLoader |==> null
243:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities@getClassLoader:267:c.getClassLoader() |==> null
244:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ObjectUtilities@getClassLoader:268:applicationCL == null |==> false
245:STD:CALL:<NO-OP>:org.jfree.chart.util.ObjectUtilities@getClassLoader:269:ClassLoader.getSystemClassLoader() |==> null
246:STD:CALL:<NO-OP>:org.jfree.chart.util.ObjectUtilities@getClassLoader:272:applicationCL |==> null
247:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities@getResource:285:getClassLoader(c) |==> null
248:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ObjectUtilities@getResource:286:cl == null |==> false
249:STD:CALL:<NO-OP>:org.jfree.chart.util.ObjectUtilities@getResource:289:cl.getResource(name) |==> null
250:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities@getResourceRelative:300:getClassLoader(c) |==> null
251:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities@getResourceRelative:301:convertName(name, c) |==> null
252:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ObjectUtilities@getResourceRelative:302:cl == null |==> false
253:STD:CALL:<NO-OP>:org.jfree.chart.util.ObjectUtilities@getResourceRelative:305:cl.getResource(cname) |==> null
254:LVR:<CLASS>:<NULL>:org.jfree.chart.util.ObjectUtilities@convertName:319:"/" |==> null
255:COR:name.startsWith("/"):TRUE:org.jfree.chart.util.ObjectUtilities@convertName:319:name.startsWith("/") |==> false
256:COR:name.startsWith("/"):FALSE:org.jfree.chart.util.ObjectUtilities@convertName:319:name.startsWith("/") |==> true
257:LVR:POS:0:org.jfree.chart.util.ObjectUtilities@convertName:321:1 |==> 0
258:LVR:POS:NEG:org.jfree.chart.util.ObjectUtilities@convertName:321:1 |==> -1
259:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.ObjectUtilities@convertName:326:c = c.getComponentType() |==> <NO-OP>
260:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities@convertName:329:c.getName() |==> null
261:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities@convertName:330:baseName.lastIndexOf('.') |==> 0
262:LVR:NEG:0:org.jfree.chart.util.ObjectUtilities@convertName:331:-1 |==> 0
263:LVR:NEG:POS:org.jfree.chart.util.ObjectUtilities@convertName:331:-1 |==> 1
264:ROR:==(int,int):<=(int,int):org.jfree.chart.util.ObjectUtilities@convertName:331:index == -1 |==> index <= -1
265:ROR:==(int,int):>=(int,int):org.jfree.chart.util.ObjectUtilities@convertName:331:index == -1 |==> index >= -1
266:ROR:==(int,int):FALSE(int,int):org.jfree.chart.util.ObjectUtilities@convertName:331:index == -1 |==> false
267:STD:CALL:<NO-OP>:org.jfree.chart.util.ObjectUtilities@convertName:332:name |==> null
268:LVR:0:POS:org.jfree.chart.util.ObjectUtilities@convertName:335:0 |==> 1
269:LVR:0:NEG:org.jfree.chart.util.ObjectUtilities@convertName:335:0 |==> -1
270:LVR:<CLASS>:<NULL>:org.jfree.chart.util.ObjectUtilities@convertName:336:"/" |==> null
271:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities@getResourceAsStream:349:getResource(name, context) |==> null
272:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ObjectUtilities@getResourceAsStream:350:url == null |==> false
273:STD:CALL:<NO-OP>:org.jfree.chart.util.ObjectUtilities@getResourceAsStream:355:url.openStream() |==> null
274:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities@getResourceRelativeAsStream:372:getResourceRelative(name, context) |==> null
275:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ObjectUtilities@getResourceRelativeAsStream:373:url == null |==> false
276:STD:CALL:<NO-OP>:org.jfree.chart.util.ObjectUtilities@getResourceRelativeAsStream:378:url.openStream() |==> null
277:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities@loadAndInstantiate:396:getClassLoader(source) |==> null
278:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities@loadAndInstantiate:397:loader.loadClass(className) |==> null
279:STD:CALL:<NO-OP>:org.jfree.chart.util.ObjectUtilities@loadAndInstantiate:398:c.newInstance() |==> null
280:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities@loadAndInstantiate:421:getClassLoader(source) |==> null
281:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities@loadAndInstantiate:422:loader.loadClass(className) |==> null
282:COR:type.isAssignableFrom(c):TRUE:org.jfree.chart.util.ObjectUtilities@loadAndInstantiate:423:type.isAssignableFrom(c) |==> false
283:COR:type.isAssignableFrom(c):FALSE:org.jfree.chart.util.ObjectUtilities@loadAndInstantiate:423:type.isAssignableFrom(c) |==> true
284:STD:CALL:<NO-OP>:org.jfree.chart.util.ObjectUtilities@loadAndInstantiate:424:c.newInstance() |==> null
285:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities@isJDK14:439:getClassLoader(ObjectUtilities.class) |==> null
286:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ObjectUtilities@isJDK14:440:loader != null |==> true
287:LVR:<CLASS>:<NULL>:org.jfree.chart.util.ObjectUtilities@isJDK14:442:"java.util.RandomAccess" |==> null
288:STD:<CALL>:<NO-OP>:org.jfree.chart.util.ObjectUtilities@isJDK14:442:loader.loadClass("java.util.RandomAccess") |==> <NO-OP>
289:LVR:TRUE:FALSE:org.jfree.chart.util.ObjectUtilities@isJDK14:443:true |==> false
290:LVR:FALSE:TRUE:org.jfree.chart.util.ObjectUtilities@isJDK14:446:false |==> true
291:LVR:<CLASS>:<NULL>:org.jfree.chart.util.ObjectUtilities@isJDK14:456:"java.vm.specification.version" |==> null
292:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ObjectUtilities@isJDK14:458:version == null |==> false
293:LVR:FALSE:TRUE:org.jfree.chart.util.ObjectUtilities@isJDK14:459:false |==> true
294:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities@isJDK14:462:parseVersions(version) |==> null
295:LVR:<CLASS>:<NULL>:org.jfree.chart.util.ObjectUtilities@isJDK14:463:"1" |==> null
296:LVR:<CLASS>:<NULL>:org.jfree.chart.util.ObjectUtilities@isJDK14:463:"4" |==> null
297:LVR:0:POS:org.jfree.chart.util.ObjectUtilities@isJDK14:464:0 |==> 1
298:LVR:0:NEG:org.jfree.chart.util.ObjectUtilities@isJDK14:464:0 |==> -1
299:ROR:>=(int,int):==(int,int):org.jfree.chart.util.ObjectUtilities@isJDK14:464:ArrayUtilities.compareVersionArrays(versions, target) >= 0 |==> ArrayUtilities.compareVersionArrays(versions, target) == 0
300:ROR:>=(int,int):>(int,int):org.jfree.chart.util.ObjectUtilities@isJDK14:464:ArrayUtilities.compareVersionArrays(versions, target) >= 0 |==> ArrayUtilities.compareVersionArrays(versions, target) > 0
301:ROR:>=(int,int):TRUE(int,int):org.jfree.chart.util.ObjectUtilities@isJDK14:464:ArrayUtilities.compareVersionArrays(versions, target) >= 0 |==> true
302:LVR:FALSE:TRUE:org.jfree.chart.util.ObjectUtilities@isJDK14:467:false |==> true
303:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ObjectUtilities@parseVersions:472:version == null |==> false
304:LVR:0:POS:org.jfree.chart.util.ObjectUtilities@parseVersions:473:0 |==> 1
305:LVR:0:NEG:org.jfree.chart.util.ObjectUtilities@parseVersions:473:0 |==> -1
306:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.ObjectUtilities@parseVersions:476:new ArrayList() |==> null
307:LVR:<CLASS>:<NULL>:org.jfree.chart.util.ObjectUtilities@parseVersions:477:"." |==> null
308:STD:<CALL>:<NO-OP>:org.jfree.chart.util.ObjectUtilities@parseVersions:479:versions.add(strtok.nextToken()) |==> <NO-OP>
309:STD:CALL:<NO-OP>:org.jfree.chart.util.ObjectUtilities@parseVersions:481:(String[])versions.toArray(new String[versions.size()]) |==> null
310:STD:CALL:<NO-OP>:org.jfree.chart.util.SerialUtilities@isSerializable:92:Serializable.class.isAssignableFrom(c) |==> false
311:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.SerialUtilities@readPaint:109:stream == null |==> false
312:LVR:<CLASS>:<NULL>:org.jfree.chart.util.SerialUtilities@readPaint:110:"Null \'stream\' argument." |==> null
313:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readPaint:113:stream.readBoolean() |==> false
314:COR:isNull:TRUE:org.jfree.chart.util.SerialUtilities@readPaint:114:isNull |==> false
315:COR:isNull:FALSE:org.jfree.chart.util.SerialUtilities@readPaint:114:isNull |==> true
316:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readPaint:115:(Class)stream.readObject() |==> null
317:COR:isSerializable(c):TRUE:org.jfree.chart.util.SerialUtilities@readPaint:116:isSerializable(c) |==> false
318:COR:isSerializable(c):FALSE:org.jfree.chart.util.SerialUtilities@readPaint:116:isSerializable(c) |==> true
319:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.SerialUtilities@readPaint:117:result = (Paint)stream.readObject() |==> <NO-OP>
320:COR:c.equals(GradientPaint.class):TRUE:org.jfree.chart.util.SerialUtilities@readPaint:119:c.equals(GradientPaint.class) |==> false
321:COR:c.equals(GradientPaint.class):FALSE:org.jfree.chart.util.SerialUtilities@readPaint:119:c.equals(GradientPaint.class) |==> true
322:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readPaint:120:stream.readFloat() |==> 0.0F
323:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readPaint:121:stream.readFloat() |==> 0.0F
324:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readPaint:122:(Color)stream.readObject() |==> null
325:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readPaint:123:stream.readFloat() |==> 0.0F
326:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readPaint:124:stream.readFloat() |==> 0.0F
327:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readPaint:125:(Color)stream.readObject() |==> null
328:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readPaint:126:stream.readBoolean() |==> false
329:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.SerialUtilities@readPaint:127:result = new GradientPaint(x1, y1, c1, x2, y2, c2, isCyclic) |==> <NO-OP>
330:STD:CALL:<NO-OP>:org.jfree.chart.util.SerialUtilities@readPaint:130:result |==> null
331:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.SerialUtilities@writePaint:145:stream == null |==> false
332:LVR:<CLASS>:<NULL>:org.jfree.chart.util.SerialUtilities@writePaint:146:"Null \'stream\' argument." |==> null
333:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.SerialUtilities@writePaint:148:paint != null |==> true
334:LVR:FALSE:TRUE:org.jfree.chart.util.SerialUtilities@writePaint:149:false |==> true
335:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writePaint:149:stream.writeBoolean(false) |==> <NO-OP>
336:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writePaint:150:stream.writeObject(paint.getClass()) |==> <NO-OP>
337:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writePaint:152:stream.writeObject(paint) |==> <NO-OP>
338:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@writePaint:155:(GradientPaint)paint |==> null
339:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writePaint:156:stream.writeFloat((float)gp.getPoint1().getX()) |==> <NO-OP>
340:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writePaint:157:stream.writeFloat((float)gp.getPoint1().getY()) |==> <NO-OP>
341:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writePaint:158:stream.writeObject(gp.getColor1()) |==> <NO-OP>
342:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writePaint:159:stream.writeFloat((float)gp.getPoint2().getX()) |==> <NO-OP>
343:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writePaint:160:stream.writeFloat((float)gp.getPoint2().getY()) |==> <NO-OP>
344:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writePaint:161:stream.writeObject(gp.getColor2()) |==> <NO-OP>
345:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writePaint:162:stream.writeBoolean(gp.isCyclic()) |==> <NO-OP>
346:LVR:TRUE:FALSE:org.jfree.chart.util.SerialUtilities@writePaint:166:true |==> false
347:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writePaint:166:stream.writeBoolean(true) |==> <NO-OP>
348:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.SerialUtilities@readStroke:185:stream == null |==> false
349:LVR:<CLASS>:<NULL>:org.jfree.chart.util.SerialUtilities@readStroke:186:"Null \'stream\' argument." |==> null
350:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readStroke:189:stream.readBoolean() |==> false
351:COR:isNull:TRUE:org.jfree.chart.util.SerialUtilities@readStroke:190:isNull |==> false
352:COR:isNull:FALSE:org.jfree.chart.util.SerialUtilities@readStroke:190:isNull |==> true
353:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readStroke:191:(Class)stream.readObject() |==> null
354:COR:c.equals(BasicStroke.class):TRUE:org.jfree.chart.util.SerialUtilities@readStroke:192:c.equals(BasicStroke.class) |==> false
355:COR:c.equals(BasicStroke.class):FALSE:org.jfree.chart.util.SerialUtilities@readStroke:192:c.equals(BasicStroke.class) |==> true
356:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readStroke:193:stream.readFloat() |==> 0.0F
357:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readStroke:194:stream.readInt() |==> 0
358:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readStroke:195:stream.readInt() |==> 0
359:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readStroke:196:stream.readFloat() |==> 0.0F
360:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readStroke:197:(float[])stream.readObject() |==> null
361:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readStroke:198:stream.readFloat() |==> 0.0F
362:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.SerialUtilities@readStroke:199:result = new BasicStroke(width, cap, join, miterLimit, dash, dashPhase) |==> <NO-OP>
363:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.SerialUtilities@readStroke:203:result = (Stroke)stream.readObject() |==> <NO-OP>
364:STD:CALL:<NO-OP>:org.jfree.chart.util.SerialUtilities@readStroke:206:result |==> null
365:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.SerialUtilities@writeStroke:224:stream == null |==> false
366:LVR:<CLASS>:<NULL>:org.jfree.chart.util.SerialUtilities@writeStroke:225:"Null \'stream\' argument." |==> null
367:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.SerialUtilities@writeStroke:227:stroke != null |==> true
368:LVR:FALSE:TRUE:org.jfree.chart.util.SerialUtilities@writeStroke:228:false |==> true
369:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writeStroke:228:stream.writeBoolean(false) |==> <NO-OP>
370:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@writeStroke:230:(BasicStroke)stroke |==> null
371:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writeStroke:231:stream.writeObject(BasicStroke.class) |==> <NO-OP>
372:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writeStroke:232:stream.writeFloat(s.getLineWidth()) |==> <NO-OP>
373:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writeStroke:233:stream.writeInt(s.getEndCap()) |==> <NO-OP>
374:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writeStroke:234:stream.writeInt(s.getLineJoin()) |==> <NO-OP>
375:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writeStroke:235:stream.writeFloat(s.getMiterLimit()) |==> <NO-OP>
376:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writeStroke:236:stream.writeObject(s.getDashArray()) |==> <NO-OP>
377:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writeStroke:237:stream.writeFloat(s.getDashPhase()) |==> <NO-OP>
378:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writeStroke:240:stream.writeObject(stroke.getClass()) |==> <NO-OP>
379:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writeStroke:241:stream.writeObject(stroke) |==> <NO-OP>
380:LVR:TRUE:FALSE:org.jfree.chart.util.SerialUtilities@writeStroke:245:true |==> false
381:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@writeStroke:245:stream.writeBoolean(true) |==> <NO-OP>
382:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.SerialUtilities@readShape:263:stream == null |==> false
383:LVR:<CLASS>:<NULL>:org.jfree.chart.util.SerialUtilities@readShape:264:"Null \'stream\' argument." |==> null
384:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:267:stream.readBoolean() |==> false
385:COR:isNull:TRUE:org.jfree.chart.util.SerialUtilities@readShape:268:isNull |==> false
386:COR:isNull:FALSE:org.jfree.chart.util.SerialUtilities@readShape:268:isNull |==> true
387:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:269:(Class)stream.readObject() |==> null
388:COR:c.equals(Line2D.class):TRUE:org.jfree.chart.util.SerialUtilities@readShape:270:c.equals(Line2D.class) |==> false
389:COR:c.equals(Line2D.class):FALSE:org.jfree.chart.util.SerialUtilities@readShape:270:c.equals(Line2D.class) |==> true
390:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:271:stream.readDouble() |==> 0.0
391:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:272:stream.readDouble() |==> 0.0
392:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:273:stream.readDouble() |==> 0.0
393:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:274:stream.readDouble() |==> 0.0
394:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:275:result = new Line2D.Double(x1, y1, x2, y2) |==> <NO-OP>
395:COR:c.equals(Rectangle2D.class):TRUE:org.jfree.chart.util.SerialUtilities@readShape:277:c.equals(Rectangle2D.class) |==> false
396:COR:c.equals(Rectangle2D.class):FALSE:org.jfree.chart.util.SerialUtilities@readShape:277:c.equals(Rectangle2D.class) |==> true
397:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:278:stream.readDouble() |==> 0.0
398:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:279:stream.readDouble() |==> 0.0
399:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:280:stream.readDouble() |==> 0.0
400:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:281:stream.readDouble() |==> 0.0
401:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:282:result = new Rectangle2D.Double(x, y, w, h) |==> <NO-OP>
402:COR:c.equals(Ellipse2D.class):TRUE:org.jfree.chart.util.SerialUtilities@readShape:284:c.equals(Ellipse2D.class) |==> false
403:COR:c.equals(Ellipse2D.class):FALSE:org.jfree.chart.util.SerialUtilities@readShape:284:c.equals(Ellipse2D.class) |==> true
404:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:285:stream.readDouble() |==> 0.0
405:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:286:stream.readDouble() |==> 0.0
406:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:287:stream.readDouble() |==> 0.0
407:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:288:stream.readDouble() |==> 0.0
408:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:289:result = new Ellipse2D.Double(x, y, w, h) |==> <NO-OP>
409:COR:c.equals(Arc2D.class):TRUE:org.jfree.chart.util.SerialUtilities@readShape:291:c.equals(Arc2D.class) |==> false
410:COR:c.equals(Arc2D.class):FALSE:org.jfree.chart.util.SerialUtilities@readShape:291:c.equals(Arc2D.class) |==> true
411:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:292:stream.readDouble() |==> 0.0
412:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:293:stream.readDouble() |==> 0.0
413:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:294:stream.readDouble() |==> 0.0
414:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:295:stream.readDouble() |==> 0.0
415:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:296:stream.readDouble() |==> 0.0
416:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:297:stream.readDouble() |==> 0.0
417:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:298:stream.readInt() |==> 0
418:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:299:result = new Arc2D.Double(x, y, w, h, as, ae, at) |==> <NO-OP>
419:COR:c.equals(GeneralPath.class):TRUE:org.jfree.chart.util.SerialUtilities@readShape:301:c.equals(GeneralPath.class) |==> false
420:COR:c.equals(GeneralPath.class):FALSE:org.jfree.chart.util.SerialUtilities@readShape:301:c.equals(GeneralPath.class) |==> true
421:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:302:new GeneralPath() |==> null
422:LVR:POS:0:org.jfree.chart.util.SerialUtilities@readShape:303:6 |==> 0
423:LVR:POS:NEG:org.jfree.chart.util.SerialUtilities@readShape:303:6 |==> -6
424:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:304:stream.readBoolean() |==> false
425:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:306:stream.readInt() |==> 0
426:LVR:0:POS:org.jfree.chart.util.SerialUtilities@readShape:307:0 |==> 1
427:LVR:0:NEG:org.jfree.chart.util.SerialUtilities@readShape:307:0 |==> -1
428:LVR:POS:0:org.jfree.chart.util.SerialUtilities@readShape:307:6 |==> 0
429:LVR:POS:NEG:org.jfree.chart.util.SerialUtilities@readShape:307:6 |==> -6
430:ROR:<(int,int):!=(int,int):org.jfree.chart.util.SerialUtilities@readShape:307:i < 6 |==> i != 6
431:ROR:<(int,int):<=(int,int):org.jfree.chart.util.SerialUtilities@readShape:307:i < 6 |==> i <= 6
432:ROR:<(int,int):FALSE(int,int):org.jfree.chart.util.SerialUtilities@readShape:307:i < 6 |==> false
433:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:308:args[i] = stream.readFloat() |==> <NO-OP>
434:LVR:0:POS:org.jfree.chart.util.SerialUtilities@readShape:312:0 |==> 1
435:LVR:0:NEG:org.jfree.chart.util.SerialUtilities@readShape:312:0 |==> -1
436:LVR:POS:0:org.jfree.chart.util.SerialUtilities@readShape:312:1 |==> 0
437:LVR:POS:NEG:org.jfree.chart.util.SerialUtilities@readShape:312:1 |==> -1
438:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:312:gp.moveTo(args[0], args[1]) |==> <NO-OP>
439:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:313:break; |==> <NO-OP>
440:LVR:0:POS:org.jfree.chart.util.SerialUtilities@readShape:315:0 |==> 1
441:LVR:0:NEG:org.jfree.chart.util.SerialUtilities@readShape:315:0 |==> -1
442:LVR:POS:0:org.jfree.chart.util.SerialUtilities@readShape:315:1 |==> 0
443:LVR:POS:NEG:org.jfree.chart.util.SerialUtilities@readShape:315:1 |==> -1
444:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:315:gp.lineTo(args[0], args[1]) |==> <NO-OP>
445:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:316:break; |==> <NO-OP>
446:LVR:0:POS:org.jfree.chart.util.SerialUtilities@readShape:318:0 |==> 1
447:LVR:0:NEG:org.jfree.chart.util.SerialUtilities@readShape:318:0 |==> -1
448:LVR:POS:0:org.jfree.chart.util.SerialUtilities@readShape:318:1 |==> 0
449:LVR:POS:NEG:org.jfree.chart.util.SerialUtilities@readShape:318:1 |==> -1
450:LVR:POS:0:org.jfree.chart.util.SerialUtilities@readShape:318:2 |==> 0
451:LVR:POS:NEG:org.jfree.chart.util.SerialUtilities@readShape:318:2 |==> -2
452:LVR:POS:0:org.jfree.chart.util.SerialUtilities@readShape:319:3 |==> 0
453:LVR:POS:NEG:org.jfree.chart.util.SerialUtilities@readShape:319:3 |==> -3
454:LVR:POS:0:org.jfree.chart.util.SerialUtilities@readShape:319:4 |==> 0
455:LVR:POS:NEG:org.jfree.chart.util.SerialUtilities@readShape:319:4 |==> -4
456:LVR:POS:0:org.jfree.chart.util.SerialUtilities@readShape:319:5 |==> 0
457:LVR:POS:NEG:org.jfree.chart.util.SerialUtilities@readShape:319:5 |==> -5
458:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:318:gp.curveTo(args[0], args[1], args[2], args[3], args[4], args[5]) |==> <NO-OP>
459:STD:<CALL>:<NO-OP>:org.jfree.chart.util.SerialUtilities@readShape:320:break; |==> <NO-OP>
